"eid","aikz","insertmark","teid","inst_nr","ktxt","dtxt","ltxt","aufgabe","ausstattung","bemerkung","forschungstaetig","kooperation","kostenst","drucken","veranstalter","zeitstempel","domain","externid","layoutid","inhaltsverzkz","sap_id","sap_id_parent"
10712,A,,21,"021811    ",QL-b.lab        ,"Universitätsverwaltung, Studienabteilung (I), Administration Qualitätspakt Lehre, bologna.lab",bologna.lab,,,,,,"021811              ",J,J,2014-03-14 11:01:18.693,,,,,,
11570,A,,36,,P               ,Bereich Präsident(in),Bereich Präsident(in),,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000051","50000052"
10748,A,,8,"101041    ",ÖffentlR        ,"Juristische Fakultät, Öffentliches Recht",Öffentliches Recht,,,,,,"101041              ",J,J,2022-01-19 10:49:05.805,,"101041                          ",,,"50000220","50000195"
11566,A,,8,,GenderDiver     ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Erziehungswissenschaften mit dem Schwerpunkt Gender und Diversität",Erziehungswissenschaften mit dem Schwerpunkt Gender und Diversität,,,,,,,J,N,2022-01-19 10:49:07.391,,,,,"50000952","50000683"
11571,A,,37,,RegAn           ,"Abteilung Internationales (VI), Partnerschaften, Grundsatzfragen und Infrastruktur, Regionen & strategische Partnerschaften",Regionen & strategische Partnerschaften,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000058","50000171"
11572,A,,37,,QuerS           ,"Abteilung Internationales (VI), Partnerschaften, Grundsatzfragen und Infrastruktur, Querschnittsaufgaben",Querschnittsaufgaben,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000059","50000171"
11573,A,,37,,BUA             ,"Bereich Präsident(in), Präsidialbereich, Stabsstelle Berlin University Alliance / Matters of Activity, Berlin University Alliance",Berlin University Alliance,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000061","50000060"
11574,A,,38,,Innenrev        ,"Vizepräsident(in) für Haushalt, Personal und Technik, Innenrevision",Innenrevision,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000065","50000064"
11575,A,,38,,HugeProg        ,"Vizepräsident(in) für Haushalt, Personal und Technik, Humboldt gemeisam Programm",Humboldt gemeisam Programm,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000067","50000064"
11576,A,,10,,AkadMobSer      ,"Abteilung Internationales (VI), Akademische Mobilität und Services",Akademische Mobilität und Services,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000167","50000166"
11577,A,,37,,Incom           ,"Abteilung Internationales (VI), Akademische Mobilität und Services, Incoming",Incoming,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000168","50000167"
11578,A,,37,,Outgo           ,"Abteilung Internationales (VI), Akademische Mobilität und Services, Outgoing",Outgoing,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000169","50000167"
11579,A,,37,,EUProg          ,"Abteilung Internationales (VI), Akademische Mobilität und Services, EU Programme",EU Programme,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000170","50000167"
11580,A,,10,,PaGrInfStr      ,"Abteilung Internationales (VI), Partnerschaften, Grundsatzfragen und Infrastruktur","Partnerschaften, Grundsatzfragen und Infrastruktur",,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000171","50000166"
11581,A,,11,,IProDekLeWi     ,"Lebenswissenschaftliche Fakultät, Dekanat, Prodekan(in) für Internationales",Prodekan(in) für Internationales,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000235","50000232"
11582,A,,11,,FProDekLeWi     ,"Lebenswissenschaftliche Fakultät, Dekanat, Prodekan(in) für Forschung",Prodekan(in) für Forschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000236","50000232"
11583,A,,11,,ProDekForsMN    ,"Mathematisch-Naturwissenschaftliche Fakultät, Dekanat, Prodekan(in) für Forschung",Prodekan(in) für Forschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000348","50000345"
11567,A,,12,,Einrichtungen   ,Einrichtungen,Einrichtungen,,,,,,,N,N,2022-01-19 10:31:22.099,,,,,"00000000",
11623,A,,8,,NichtglOptim    ,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Mathematik, Nichtglatte Optimierung",Nichtglatte Optimierung,,,,,,,,,2022-03-12 00:08:53.672,,,,,"50001151","50000419"
11584,A,,11,,ProDekForsPF    ,"Philosophische Fakultät, Dekan(in) / Prodekan(in) Dekanat, Prodekan(in) für Forschung",Prodekan(in) für Forschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000495","50000493"
11569,A,,43,,w. Einr.        ,weitere Einrichtungen,weitere Einrichtungen,,,,,,,N,N,2022-01-19 10:33:19.510,,,,,,
8573,A,0,12,"000000    ",HU              ,Humboldt-Universität (insgesamt),Humboldt-Universität (insgesamt),,,,,,                    ,J,J,2022-01-19 10:49:05.354,,"000000                          ",,,"50000050","00000000"
11585,A,,11,,ProDekIntPF     ,"Philosophische Fakultät, Dekan(in) / Prodekan(in) Dekanat, Prodekan(in) für Internationale Angelegenheiten",Prodekan(in) für Internationale Angelegenheiten,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000496","50000493"
11586,A,,11,,ProDekFISL      ,"Sprach- und literaturwissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat, Prodekan(in) für Forschung und Internationales",Prodekan(in) für Forschung und Internationales,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000564","50000561"
11587,A,,11,,ProDekForsKS    ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat, Prodekan(in) Forschung",Prodekan(in) Forschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000653","50000650"
11588,A,,11,,ProDekIntKSB    ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Dekan(in) / Prodekan(in) Dekanat, Prodekan(in) Internationales",Prodekan(in) Internationales,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000654","50000650"
11589,A,,11,,ProDekForsTF    ,"Theologische Fakultät, Dekan(in) / Prodekan(in)  Dekanat, Prodekan(in) für Forschung",Prodekan(in) für Forschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000796","50000793"
11590,A,,11,,ProDekForsWW    ,"Wirtschaftswissenschaftliche Fakultät, Dekan(in) / Prodekan(in)  Dekanat, Prodekan(in) für Forschung",Prodekan(in) für Forschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000819","50000816"
11591,A,,8,,Sozialanthro    ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Sozialanthropologie mit Schwerpunkt kulturell. Ausdrucksweisen",Sozialanthropologie mit Schwerpunkt kulturell. Ausdrucksweisen,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000954","50000541"
11592,A,,8,,GesEuropaCMB    ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Geschichte Europas 19. - 21. Jhd CMB (S)",Geschichte Europas 19. - 21. Jhd CMB (S),,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000976","50000518"
8871,A,0,,"010010    ",FrBHU           ,Frauenbeauftragte der Universität,Frauenbeauftragte der Universität,,,,,,                    ,N,N,2022-01-19 10:49:05.359,,"010010                          ",,,"50000053","50000052"
8872,A,0,,"010020    ",behDSB          ,Behördliche/r Datenschutzbeauftragte/r,Behördliche/r Datenschutzbeauftragte/r,,,,,,                    ,N,N,2022-01-19 10:49:05.370,,"010020                          ",,,"50000054","50000052"
8874,A,0,,"010110    ",GremBetr        ,"Bereich Präsident(in), Präsidialbereich, Referat Gremienbetreuung",Referat Gremienbetreuung,,,,,,                    ,N,N,2022-01-19 10:49:05.376,,"010110                          ",,,"50000056","50000055"
8876,A,0,,"010130    ",StratEntw       ,"Bereich Präsident(in), Präsidialbereich, Referat für Strategieentwicklung",Referat für Strategieentwicklung,,,,,,                    ,N,N,2022-01-19 10:49:05.379,,"010130                          ",,,"50000057","50000055"
11522,A,,10,,BUA-MoA         ,"Bereich Präsident(in), Präsidialbereich, Stabsstelle Berlin University Alliance / Matters of Activity",Stabsstelle Berlin University Alliance / Matters of Activity,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.382,,"010150                          ",,,"50000060","50000055"
8877,A,0,,"012000    ",VPF             ,Vizepräsident(in) für Forschung,Vizepräsident(in) für Forschung,,,,,,                    ,N,N,2022-01-19 10:49:05.388,,"012000                          ",,,"50000063","50000052"
8879,A,0,,"014000    ",VPH             ,"Vizepräsident(in) für Haushalt, Personal und Technik","Vizepräsident(in) für Haushalt, Personal und Technik",,,,,,                    ,N,N,2022-01-19 10:49:05.391,,"014000                          ",,,"50000064","50000052"
8884,A,0,,"016000    ",VPL             ,Vizepräsident(in) für Lehre und Studium,Vizepräsident(in) für Lehre und Studium,,,,,,                    ,N,N,2022-01-19 10:49:05.394,,"016000                          ",,,"50000068","50000052"
11531,A,,10,,CCWisWB         ,"Vizepräsident(in) für Lehre und Studium, Stabsstelle Career Center und Wissenschaftliche Weiterbildung",Stabsstelle Career Center und Wissenschaftliche Weiterbildung,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.397,,"016100                          ",,,"50000069","50000068"
9019,A,0,,"027310    ",CareerC         ,"Vizepräsident(in) für Lehre und Studium, Stabsstelle Career Center und Wissenschaftliche Weiterbildung, Career Center",Career Center,,,,,,                    ,N,N,2022-01-19 10:49:05.400,,"016110                          ",,,"50000070","50000069"
11528,A,,,,WisWB           ,"Vizepräsident(in) für Lehre und Studium, Stabsstelle Career Center und Wissenschaftliche Weiterbildung, Wissenschaftliche Weiterbildung",Wissenschaftliche Weiterbildung,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.403,,"016120                          ",,,"50000071","50000069"
11593,A,,8,,GestaltWiss     ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Gestaltung und Wissensgeschichte",Gestaltung und Wissensgeschichte,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50000980","50000707"
11594,A,,8,,DidaktPrimar    ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Sachunterricht und Didaktik in der Primarstufe",Sachunterricht und Didaktik in der Primarstufe,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001002","50000683"
8873,A,0,,"010100    ",PB              ,"Bereich Präsident(in), Präsidialbereich",Präsidialbereich,,,,,,                    ,N,N,2022-01-19 10:49:05.373,,"010100                          ",,,"50000055","50000051"
9007,A,0,6,"021000    ",StudAbt         ,Studienabteilung (I),Studienabteilung (I),,,,,,                    ,N,N,2022-01-19 10:49:05.406,,"021000                          ",,,"50000072","50000068"
10773,A,,,,POC             ,"Studienabteilung (I), IT-/Change-Management",IT-/Change-Management,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.412,,"021020                          ",,,"50000074","50000072"
11595,A,,8,,ProzInfosys     ,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Informatik, Prozessmanagement und Informationssysteme",Prozessmanagement und Informationssysteme,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001004","50000399"
8889,A,0,10,"021100    ",AllgStudBer     ,"Studienabteilung (I), Allgemeine Studienberatung und -information",Allgemeine Studienberatung und -information,,,,,,                    ,N,N,2022-01-19 10:49:05.417,,"021100                          ",,,"50000076","50000072"
10774,A,,,,StudBerat       ,"Studienabteilung (I), Allgemeine Studienberatung und -information, Studienberatung",Studienberatung,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.420,,"021110                          ",,,"50000079","50000076"
10775,A,,,,Compass         ,"Studienabteilung (I), Allgemeine Studienberatung und -information, Compass",Compass,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.423,,"021120                          ",,,"50000080","50000076"
11596,A,,8,,EGdSm           ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Europäische Geschichte des Spätmittelalters",Europäische Geschichte des Spätmittelalters,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001005","50000518"
11597,A,,8,,TheoPhil        ,"Philosophische Fakultät, Institut für Philosophie, Theoretische Philosophie mit besonderer Berücksichtigung der Metaphysik und/oder Erkenntnistheorie",Theoretische Philosophie mit besonderer Berücksichtigung der Metaphysik und/oder Erkenntnistheorie,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001006","50000501"
11185,A,,,,BehBe           ,"Studienabteilung (I), Beauftragter für behinderte Studentinnen und Studenten",Beauftragter für behinderte Studentinnen und Studenten,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.415,,"021030                          ",,,"50000075","50000072"
8892,A,0,10,"021200    ",StudServ        ,"Studienabteilung (I), Studierendenservice",Studierendenservice,,,,,,                    ,N,N,2022-01-19 10:49:05.426,,"021200                          ",,,"50000081","50000072"
8895,A,0,,"021210    ",ZulDtStud       ,"Studienabteilung (I), Studierendenservice, Zulassung Deutsche und Bildungsinländer(innen)",Zulassung Deutsche und Bildungsinländer(innen),,,,,,                    ,N,N,2022-01-19 10:49:05.429,,"021210                          ",,,"50000082","50000081"
10776,A,,,,ZulIntStud      ,"Studienabteilung (I), Studierendenservice, Zulassung internationale Studierende",Zulassung internationale Studierende,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.432,,"021220                          ",,,"50000083","50000081"
10777,A,,,,StudVerlauf     ,"Studienabteilung (I), Studierendenservice, Studienverlauf Deutsche und internationale Studierende",Studienverlauf Deutsche und internationale Studierende,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.434,,"021230                          ",,,"50000084","50000081"
9022,A,0,10,"027400    ",PrüfService     ,"Studienabteilung (I), Prüfungsservice",Prüfungsservice,,,,,,                    ,N,N,2022-01-19 10:49:05.437,,"021400                          ",,,"50000085","50000072"
8900,A,0,6,"022000    ",SZF             ,Servicezentrum Forschung (SZF),Servicezentrum Forschung (SZF),,,,,,                    ,N,N,2022-01-19 10:49:05.440,,"022000                          ",,,"50000086","50000063"
8906,A,0,10,"022200    ",DMForschg       ,"Servicezentrum Forschung (SZF), Team Drittmittelforschung",Team Drittmittelforschung,,,,,,                    ,N,N,2022-01-19 10:49:05.443,,"022200                          ",,,"50000088","50000086"
10786,A,,10,,TeamKoopIPM     ,"Servicezentrum Forschung (SZF), Team Kooperation und IP-Management",Team Kooperation und IP-Management,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.449,,"022400                          ",,,"50000090","50000086"
8912,A,0,6,"023000    ",PersonalAbt     ,Abteilung für Personal und Personalentwicklung (III),Abteilung für Personal und Personalentwicklung (III),,,,,,                    ,N,N,2022-01-19 10:49:05.452,,"023000                          ",,,"50000094","50000064"
8917,A,0,10,"023200    ",Tarif           ,"Abteilung für Personal und Personalentwicklung (III), Referat Personalstelle Tarifbeschäftigte",Referat Personalstelle Tarifbeschäftigte,,,,,,                    ,N,N,2022-01-19 10:49:05.458,,"023200                          ",,,"50000096","50000094"
8920,A,0,10,"023300    ",PersWi          ,"Abteilung für Personal und Personalentwicklung (III), Referat Personalwirtschaft",Referat Personalwirtschaft,,,,,,                    ,N,N,2022-01-19 10:49:05.461,,"023300                          ",,,"50000097","50000094"
11452,A,,,,FamKa           ,"Abteilung für Personal und Personalentwicklung (III), Referat Gehaltsstelle, Familienkasse",Familienkasse,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.466,,"023410                          ",,,"50000099","50000098"
8927,A,0,10,"023500    ",PersEntw        ,"Abteilung für Personal und Personalentwicklung (III), Referat Personalentwicklung",Referat Personalentwicklung,,,,,,                    ,N,N,2022-01-19 10:49:05.469,,"023500                          ",,,"50000100","50000094"
8931,A,0,,"023520    ",BerAusb         ,"Abteilung für Personal und Personalentwicklung (III), Referat Personalentwicklung, Berufsausbildung",Berufsausbildung,,,,,,                    ,N,N,2022-01-19 10:49:05.472,,"023520                          ",,,"50000101","50000100"
11598,A,,8,,DemokrAutori    ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Vergleichende Demokratie- und Autoritarismusforschung",Vergleichende Demokratie- und Autoritarismusforschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001007","50000755"
8658,A,0,8,"531027    ",Makrosoz        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Sozialwissenschaften, Makrosoziologie",Makrosoziologie,,,,,,                    ,N,N,2022-01-19 10:49:06.992,,"551827                          ",,,"50000770","50000755"
8932,A,0,,"023530    ",BerWB           ,"Abteilung für Personal und Personalentwicklung (III), Referat Personalentwicklung, Berufliche Weiterbildung",Berufliche Weiterbildung,,,,,,                    ,N,N,2022-01-19 10:49:05.475,,"023530                          ",,,"50000102","50000100"
8933,A,0,6,"024000    ",HHAbt           ,Haushaltsabteilung (IV),Haushaltsabteilung (IV),,,,,,                    ,N,N,2022-01-19 10:49:05.481,,"024000                          ",,,"50000104","50000064"
8935,A,0,10,"024100    ",Haushalt        ,"Haushaltsabteilung (IV), Referat Haushalt",Referat Haushalt,,,,,,                    ,N,N,2022-01-19 10:49:05.483,,"024100                          ",,,"50000105","50000104"
8945,A,0,,"024220    ",ZahlngVk        ,"Haushaltsabteilung (IV), Referat Kasse, Zahlungsverkehr",Zahlungsverkehr,,,,,,                    ,N,N,2022-01-19 10:49:05.492,,"024220                          ",,,"50000108","50000106"
11599,A,,8,,UrbaneMobi      ,"Mathematisch-Naturwissenschaftliche Fakultät, Geographisches Institut, Urbane Mobilität",Urbane Mobilität,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001026","50000376"
8946,A,0,,"024230    ",FordngEinzug    ,"Haushaltsabteilung (IV), Referat Kasse, Forderungseinzug",Forderungseinzug,,,,,,                    ,N,N,2022-01-19 10:49:05.495,,"024230                          ",,,"50000109","50000106"
8957,A,0,10,"025100    ",FlPortfMgmt     ,"Technische Abteilung (V), Referat V A - Portfolio- und Flächenmanagement",Referat V A - Portfolio- und Flächenmanagement,,,,,,                    ,N,N,2022-01-19 10:49:05.500,,"025100                          ",,,"50000111","50000110"
8959,A,0,,"025110    ",Grdst           ,"Technische Abteilung (V), Referat V A - Portfolio- und Flächenmanagement, Portfoliomanag., Grundstücks-/Grundsatz- u. zentr. Vergabeangel.","Portfoliomanag., Grundstücks-/Grundsatz- u. zentr. Vergabeangel.",,,,,,"025110              ",N,N,2022-01-19 10:49:05.503,,"025110                          ",,,"50000112","50000111"
8960,A,0,,"025120    ",GesHH           ,"Technische Abteilung (V), Referat V A - Portfolio- und Flächenmanagement, Gesamthaushalt, Kosten-Leistungs-Rechnung, Buchhaltung","Gesamthaushalt, Kosten-Leistungs-Rechnung, Buchhaltung",,,,,,                    ,N,N,2022-01-19 10:49:05.506,,"025120                          ",,,"50000113","50000111"
8964,A,0,10,"025200    ",ObM             ,"Technische Abteilung (V), Referat V B - Objektmanagement",Referat V B - Objektmanagement,,,,,,                    ,N,N,2022-01-19 10:49:05.512,,"025200                          ",,,"50000115","50000110"
8966,A,0,,"025210    ",VMGeb           ,"Technische Abteilung (V), Referat V B - Objektmanagement, Vertragsmanagement, Reinigung, Schutz/Sicherheit, Gebühren/Abgab","Vertragsmanagement, Reinigung, Schutz/Sicherheit, Gebühren/Abgab",,,,,,                    ,N,N,2022-01-19 10:49:05.515,,"025210                          ",,,"50000116","50000115"
8968,A,0,,"025230    ",AMEnt           ,"Technische Abteilung (V), Referat V B - Objektmanagement, Anlagenmanagement, Ver- und Entsorgung","Anlagenmanagement, Ver- und Entsorgung",,,,,,                    ,N,N,2022-01-19 10:49:05.518,,"025230                          ",,,"50000117","50000115"
8969,A,0,,"025240    ",Energ           ,"Technische Abteilung (V), Referat V B - Objektmanagement, Energiemanagement",Energiemanagement,,,,,,                    ,N,N,2022-01-19 10:49:05.520,,"025240                          ",,,"50000118","50000115"
11600,A,,8,,WiEvFo          ,"Philosophische Fakultät, Institut für Bibliotheks- und Informationswissenschaft, Wissenschaftsforschung mit Schwerpunkt Evaluationsforschung",Wissenschaftsforschung mit Schwerpunkt Evaluationsforschung,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001028","50000553"
8970,A,0,,"025250    ",CAFM            ,"Technische Abteilung (V), Referat V B - Objektmanagement, CAFM-Systemplanung",CAFM-Systemplanung,,,,,,                    ,N,N,2022-01-19 10:49:05.523,,"025250                          ",,,"50000119","50000115"
8971,A,0,10,"025300    ",BM              ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte",Referat V C - Baumanagement / Bauprojekte,,,,,,                    ,N,N,2022-01-19 10:49:05.526,,"025300                          ",,,"50000120","50000110"
8973,A,0,,"025310    ",HBPla           ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Standortentwicklungs- und Hochbauplanungen",Standortentwicklungs- und Hochbauplanungen,,,,,,                    ,N,N,2022-01-19 10:49:05.529,,"025310                          ",,,"50000121","50000120"
8974,A,0,,"025320    ",BauUn           ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Fachtechnik / Bauunterhaltung u. Investitions-/Sonderbauvorhaben",Fachtechnik / Bauunterhaltung u. Investitions-/Sonderbauvorhaben,,,,,,                    ,N,N,2022-01-19 10:49:05.532,,"025320                          ",,,"50000122","50000120"
8975,A,0,,"025321    ",BHLS            ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Fachtechnik / Bauunterhaltung u. Investitions-/Sonderbauvorhaben, HLS-Anlagen",HLS-Anlagen,,,,,,                    ,N,N,2022-01-19 10:49:05.535,,"025321                          ",,,"50000123","50000122"
8976,A,0,,"025322    ",Belek           ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Fachtechnik / Bauunterhaltung u. Investitions-/Sonderbauvorhaben, Elektroanlagen",Elektroanlagen,,,,,,                    ,N,N,2022-01-19 10:49:05.538,,"025322                          ",,,"50000124","50000122"
8977,A,0,,"025323    ",Bkomm           ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Fachtechnik / Bauunterhaltung u. Investitions-/Sonderbauvorhaben, Kommunikationsanlagen",Kommunikationsanlagen,,,,,,                    ,N,N,2022-01-19 10:49:05.540,,"025323                          ",,,"50000125","50000122"
8978,A,0,,"025330    ",HBUnt           ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Hochbau / Bauunterhaltung und Investitionsvorhaben",Hochbau / Bauunterhaltung und Investitionsvorhaben,,,,,,                    ,N,N,2022-01-19 10:49:05.543,,"025330                          ",,,"50000126","50000120"
8979,A,0,,"025340    ",HBSon           ,"Technische Abteilung (V), Referat V C - Baumanagement / Bauprojekte, Hochbau / Sonderbauvorhaben",Hochbau / Sonderbauvorhaben,,,,,,                    ,N,N,2022-01-19 10:49:05.547,,"025340                          ",,,"50000127","50000120"
8980,A,0,10,"025400    ",TechS           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister",Referat V F - Technischer und infrastruktureller Service / Hausmeister,,,,,,                    ,N,N,2022-01-19 10:49:05.550,,"025400                          ",,,"50000128","50000110"
8983,A,0,,"025410    ",RegAn           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste","Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste",,,,,,                    ,N,N,2022-01-19 10:49:05.552,,"025410                          ",,,"50000129","50000128"
8984,A,0,,"025411    ",MSRTK           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, GLT, MSR, TK-Anlagen und -dienste","GLT, MSR, TK-Anlagen und -dienste",,,,,,                    ,N,N,2022-01-19 10:49:05.555,,"025411                          ",,,"50000130","50000129"
8985,A,0,,"025412    ",HLS1            ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, Heizungs-, Lüftungs- u. Sanitäranl. - Hauptgebäude/Campus Süd","Heizungs-, Lüftungs- u. Sanitäranl. - Hauptgebäude/Campus Süd",,,,,,                    ,N,N,2022-01-19 10:49:05.559,,"025412                          ",,,"50000131","50000129"
8986,A,0,,"025413    ",HLS2            ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, Heizungs-, Lüftungs- u. Sanitäranl. - Campus Nord/Dahlem/A-Hof","Heizungs-, Lüftungs- u. Sanitäranl. - Campus Nord/Dahlem/A-Hof",,,,,,                    ,N,N,2022-01-19 10:49:05.562,,"025413                          ",,,"50000132","50000129"
8987,A,0,,"025414    ",Elek1           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, Elektroanlagen ? Hauptgebäude / Campus Süd",Elektroanlagen ? Hauptgebäude / Campus Süd,,,,,,                    ,N,N,2022-01-19 10:49:05.565,,"025414                          ",,,"50000133","50000129"
11601,A,,8,,FachdidEng      ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, W1 Fachdidaktik Englisch",W1 Fachdidaktik Englisch,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001029","50000619"
8988,A,0,,"025415    ",Elek2           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, Elektroanlagen ? Campus Nord / Dahlem / Adlershof",Elektroanlagen ? Campus Nord / Dahlem / Adlershof,,,,,,                    ,N,N,2022-01-19 10:49:05.568,,"025415                          ",,,"50000134","50000129"
11602,A,,6,,GStelleHZK      ,"Zentralinstitut Hermann von Helmholtz-Zentrum für Kulturtechnik, Geschäftsstelle Helmholtz-Zentrum für Kulturtechnik",Geschäftsstelle Helmholtz-Zentrum für Kulturtechnik,,,,,,,,,2022-01-19 11:00:44.919,,,,,"50001030","50000869"
8989,A,0,,"025416    ",AufzM           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, Schliessanlagen / Aufzugsanlagen / Maler",Schliessanlagen / Aufzugsanlagen / Maler,,,,,,                    ,N,N,2022-01-19 10:49:05.571,,"025416                          ",,,"50000135","50000129"
8990,A,0,,"025417    ",Werk            ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Gebäudeleit-, Mess-, Steuer-,Regeltechnik, TK-Anlagen/-Dienste, Lehrwerkstatt Feinmechanik",Lehrwerkstatt Feinmechanik,,,,,,                    ,N,N,2022-01-19 10:49:05.574,,"025417                          ",,,"50000136","50000129"
8991,A,0,,"025420    ",SStat           ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Servicestationen",Servicestationen,,,,,,                    ,N,N,2022-01-19 10:49:05.577,,"025420                          ",,,"50000137","50000128"
8992,A,0,,"025421    ",SHG             ,"Technische Abteilung (V), Referat V F - Technischer und infrastruktureller Service / Hausmeister, Servicestationen, Servicebereich - Hauptgebäude",Servicebereich - Hauptgebäude,,,,,,                    ,N,N,2022-01-19 10:49:05.580,,"025421                          ",,,"50000138","50000137"
