"eid","aikz","insertmark","teid","inst_nr","ktxt","dtxt","ltxt","aufgabe","ausstattung","bemerkung","forschungstaetig","kooperation","kostenst","drucken","veranstalter","zeitstempel","domain","externid","layoutid","inhaltsverzkz","sap_id","sap_id_parent"
8824,A,0,8,"511012    ",Ethik           ,"Philosophische Fakultät, Institut für Philosophie, Praktische Philosophie / Ethik",Praktische Philosophie / Ethik,,,,,,                    ,N,J,2022-01-19 10:49:06.389,,"511012                          ",,,"50000503","50000501"
8688,A,0,7,"512000    ",GeschInst       ,"Philosophische Fakultät, Institut für Geschichtswissenschaften",Institut für Geschichtswissenschaften,,,,,,                    ,J,J,2022-01-19 10:49:06.421,,"512000                          ",,,"50000518","50000492"
8689,A,0,2,"512001    ",GDir            ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.423,,"512001                          ",,,"50000519","50000518"
8692,A,0,8,"512013    ",AGesch1         ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Alte Geschichte I",Alte Geschichte I,,,,,,                    ,N,N,2022-01-19 10:49:06.425,,"512013                          ",,,"50000520","50000518"
8693,A,0,8,"512014    ",AGesch2         ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Alte Geschichte II",Alte Geschichte II,,,,,,                    ,N,N,2022-01-19 10:49:06.427,,"512014                          ",,,"50000521","50000518"
8695,A,0,8,"512016    ",SpätMitt        ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Europ. Geschichte des Mittelalters Schwerpunkt Spätmittelalter",Europ. Geschichte des Mittelalters Schwerpunkt Spätmittelalter,,,,,,                    ,N,N,2022-01-19 10:49:06.429,,"512016                          ",,,"50000522","50000518"
8696,A,0,8,"512017    ",FrüNeuGe        ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Europäische Geschichte der Frühen Neuzeit",Europäische Geschichte der Frühen Neuzeit,,,,,,                    ,N,N,2022-01-19 10:49:06.431,,"512017                          ",,,"50000523","50000518"
8702,A,0,8,"512024    ",WEurGe          ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Geschichte Westeuropas und der transatlantischen Beziehungen",Geschichte Westeuropas und der transatlantischen Beziehungen,,,,,,                    ,N,N,2022-01-19 10:49:06.437,,"512024                          ",,,"50000526","50000518"
8701,A,0,8,"512023    ",OEurGe          ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Geschichte Osteuropas",Geschichte Osteuropas,,,,,,                    ,N,N,2022-01-19 10:49:06.435,,"512023                          ",,,"50000525","50000518"
8703,A,0,8,"512025    ",MAuLaGe         ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Mittelalterliche Geschichte und Landesgeschichte (S)",Mittelalterliche Geschichte und Landesgeschichte (S),,,,,,                    ,N,N,2022-01-19 10:49:06.440,,"512025                          ",,,"50000527","50000518"
8705,A,0,8,"512027    ",WissGe          ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Wissenschaftsgesch. /Schwerpkt. Bild.u.Org.d.Wissens 19./20.Jhd.",Wissenschaftsgesch. /Schwerpkt. Bild.u.Org.d.Wissens 19./20.Jhd.,,,,,,                    ,N,N,2022-01-19 10:49:06.442,,"512027                          ",,,"50000528","50000518"
8709,A,0,8,"512032    ",FInfGe          ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Historische Fachinformatik",Historische Fachinformatik,,,,,,                    ,N,N,2022-01-19 10:49:06.445,,"512032                          ",,,"50000529","50000518"
10704,A,,8,,EurG20Jh        ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Europäische Geschichte des 20. Jahrhunderts",Europäische Geschichte des 20. Jahrhunderts,,,,,,,J,J,2022-01-19 10:49:06.447,,"512033                          ",,,"50000530","50000518"
10937,A,,8,,NeuZeitg        ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Neueste und Zeitgeschichte (S)",Neueste und Zeitgeschichte (S),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.450,,"512034                          ",,,"50000531","50000518"
10703,A,,8,,DtG20Jh         ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Deutsche Geschichte 20. Jahrhundert, Schwerpunkt Nationalsozial.","Deutsche Geschichte 20. Jahrhundert, Schwerpunkt Nationalsozial.",,,,,,,J,J,2022-01-19 10:49:06.452,,"512035                          ",,,"50000532","50000518"
10938,A,,8,,GeDidakt        ,"Philosophische Fakultät, Institut für Geschichtswissenschaften, Geschichtsdidaktik",Geschichtsdidaktik,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.454,,"512036                          ",,,"50000533","50000518"
8843,A,0,8,"513021    ",BBVolksk        ,"Philosophische Fakultät, Institut für Europäische Ethnologie, Geschäftsführendes Direktorat, Landesstelle für Berlin-Brandenburgische Volkskunde",Landesstelle für Berlin-Brandenburgische Volkskunde,,,,,,                    ,N,N,2022-01-19 10:49:06.487,,"513021                          ",,,"50000549","50000542"
9960,A,0,8,"521014    ",NdL17-19        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Neuere deutsche Literatur (17. bis 19. Jahrhundert)",Neuere deutsche Literatur (17. bis 19. Jahrhundert),,,,,,                    ,N,N,2022-01-19 10:49:06.534,,"521014                          ",,,"50000574","50000570"
9962,A,0,8,"521017    ",NdL18hGw        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Neuere deutsche Literatur (18. Jahrhundert bis zur Gegenwart)",Neuere deutsche Literatur (18. Jahrhundert bis zur Gegenwart),,,,,,                    ,N,N,2022-01-19 10:49:06.539,,"521017                          ",,,"50000576","50000570"
9963,A,0,8,"521018    ",NdLMedi         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Neuere deutsche Literatur / Literatur- und Kulturwiss. / Medien",Neuere deutsche Literatur / Literatur- und Kulturwiss. / Medien,,,,,,                    ,N,N,2022-01-19 10:49:06.541,,"521018                          ",,,"50000577","50000570"
9966,A,0,8,"521022    ",NdLGschl        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Neuere dt. Literatur / Theor. u.Meth. der Geschlechterforschung",Neuere dt. Literatur / Theor. u.Meth. der Geschlechterforschung,,,,,,                    ,N,N,2022-01-19 10:49:06.543,,"521022                          ",,,"50000578","50000570"
9968,A,0,8,"521024    ",KiJuLitJ        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Neuere dt. Literatur/Kinder- und Jugendliteratur und -medien",Neuere dt. Literatur/Kinder- und Jugendliteratur und -medien,,,,,,                    ,N,N,2022-01-19 10:49:06.545,,"521024                          ",,,"50000579","50000570"
9969,A,0,8,"521025    ",NdLDidDt        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Literatur, Neuere deutsche Literatur und Fachdidaktik Deutsch",Neuere deutsche Literatur und Fachdidaktik Deutsch,,,,,,                    ,N,N,2022-01-19 10:49:06.548,,"521025                          ",,,"50000580","50000570"
9979,A,0,8,"522014    ",DtFremd         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Sprachwiss. d. Dt., Spracherw./Sprachentw. in multiling. Kontext","Sprachwiss. d. Dt., Spracherw./Sprachentw. in multiling. Kontext",,,,,,                    ,N,N,2022-01-19 10:49:06.576,,"522014                          ",,,"50000593","50000588"
9987,A,0,8,"522025    ",CLingMor        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für deutsche Sprache und Linguistik, Sprachwissenschaft des Deutschen",Sprachwissenschaft des Deutschen,,,,,,                    ,N,N,2022-01-19 10:49:06.592,,"522025                          ",,,"50000600","50000588"
9994,A,0,2,"523001    ",GDir            ,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.597,,"523001                          ",,,"50000602","50000601"
9996,A,0,8,"523011    ",SkanLit         ,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut, Skandinavistik / Neuere Literaturen",Skandinavistik / Neuere Literaturen,,,,,,                    ,N,N,2022-01-19 10:49:06.600,,"523011                          ",,,"50000603","50000601"
9997,A,0,8,"523012    ",SkanKul         ,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut, Skandinavistik / Kulturwissenschaft",Skandinavistik / Kulturwissenschaft,,,,,,                    ,N,N,2022-01-19 10:49:06.602,,"523012                          ",,,"50000604","50000601"
10000,A,0,8,"523015    ",SkanHam         ,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut, Skandinavistik (Dag-Hammarskjöld-Stiftungsgastprofessur)",Skandinavistik (Dag-Hammarskjöld-Stiftungsgastprofessur),,,,,,                    ,N,N,2022-01-19 10:49:06.607,,"523015                          ",,,"50000606","50000601"
10001,A,0,8,"523016    ",SkanStef        ,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut, Skandinavistik (Heinrich-Steffens-Stiftungsgastprofessur)",Skandinavistik (Heinrich-Steffens-Stiftungsgastprofessur),,,,,,                    ,N,N,2022-01-19 10:49:06.609,,"523016                          ",,,"50000607","50000601"
10241,A,0,8,"701024    ",Statisti        ,"Wirtschaftswissenschaftliche Fakultät, Statistik",Statistik,,,,,,                    ,N,N,2022-01-19 10:49:07.166,,"701024                          ",,,"50000836","50000815"
10961,A,,8,,SkanLing        ,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut, Skandinavistische Linguistik",Skandinavistische Linguistik,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.611,,"523017                          ",,,"50000608","50000601"
10008,A,0,7,"524000    ",Roman           ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik",Institut für Romanistik,,,,,,                    ,J,J,2022-01-19 10:49:06.613,,"524000                          ",,,"50000609","50000560"
10009,A,0,2,"524001    ",GDir            ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.615,,"524001                          ",,,"50000610","50000609"
10013,A,0,8,"524013    ",RomLitFR        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik, Romanische Literaturen (Französ. / Rumän. / Italien. Literatur)",Romanische Literaturen (Französ. / Rumän. / Italien. Literatur),,,,,,                    ,N,N,2022-01-19 10:49:06.619,,"524013                          ",,,"50000612","50000609"
10018,A,0,8,"524018    ",RomSprIt        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik, Romanische Sprachen (Italienisch u. eine weitere roman. Sprache)",Romanische Sprachen (Italienisch u. eine weitere roman. Sprache),,,,,,                    ,N,N,2022-01-19 10:49:06.625,,"524018                          ",,,"50000615","50000609"
10021,A,0,8,"524022    ",DidRoman        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik, Didaktik der romanischen Sprachen und Literaturen",Didaktik der romanischen Sprachen und Literaturen,,,,,,                    ,N,N,2022-01-19 10:49:06.631,,"524022                          ",,,"50000618","50000609"
10026,A,0,7,"525000    ",AnglAm          ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik",Institut für Anglistik und Amerikanistik,,,,,,                    ,J,J,2022-01-19 10:49:06.633,,"525000                          ",,,"50000619","50000560"
10027,A,0,2,"525001    ",GDir            ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.635,,"525001                          ",,,"50000620","50000619"
10029,A,0,8,"525011    ",EnglKWKG        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Englische Kulturwissenschaft und Kulturgeschichte",Englische Kulturwissenschaft und Kulturgeschichte,,,,,,                    ,N,N,2022-01-19 10:49:06.637,,"525011                          ",,,"50000621","50000619"
10031,A,0,8,"525013    ",NstEnLit        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Neueste englische Literatur",Neueste englische Literatur,,,,,,                    ,N,N,2022-01-19 10:49:06.642,,"525013                          ",,,"50000623","50000619"
10032,A,0,8,"525014    ",NAmerKul        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Literatur und Kultur Nordamerikas",Literatur und Kultur Nordamerikas,,,,,,                    ,N,N,2022-01-19 10:49:06.644,,"525014                          ",,,"50000624","50000619"
10033,A,0,8,"525015    ",NAmerKW         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Nordamerikanische Literatur- und Kulturwissenschaft",Nordamerikanische Literatur- und Kulturwissenschaft,,,,,,                    ,N,N,2022-01-19 10:49:06.647,,"525015                          ",,,"50000625","50000619"
10034,A,0,8,"525016    ",EnglSprW        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Englische Sprachwissenschaft",Englische Sprachwissenschaft,,,,,,                    ,N,N,2022-01-19 10:49:06.649,,"525016                          ",,,"50000626","50000619"
10035,A,0,8,"525017    ",EnglSpra        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Englische Sprache",Englische Sprache,,,,,,                    ,N,N,2022-01-19 10:49:06.652,,"525017                          ",,,"50000627","50000619"
10036,A,0,8,"525018    ",FDidEngl        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Fachdidaktik Englisch",Fachdidaktik Englisch,,,,,,                    ,N,N,2022-01-19 10:49:06.655,,"525018                          ",,,"50000628","50000619"
10037,A,0,8,"525019    ",ÜbswEngl        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Amerikanische Literatur und Kultur (J)",Amerikanische Literatur und Kultur (J),,,,,,                    ,N,N,2022-01-19 10:49:06.657,,"525019                          ",,,"50000629","50000619"
10038,A,0,8,"525021    ",EluKNz          ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Engl. Lit. u. Kultur d. Frühen Neuzeit u. ihrer Vorgeschichte(J)",Engl. Lit. u. Kultur d. Frühen Neuzeit u. ihrer Vorgeschichte(J),,,,,,                    ,N,N,2022-01-19 10:49:06.660,,"525021                          ",,,"50000630","50000619"
10964,A,,8,,EmpiEng         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik, Empirie der englischen Sprache (J)",Empirie der englischen Sprache (J),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.662,,"525022                          ",,,"50000631","50000619"
10048,A,0,8,"526014    ",WSlaLit         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie, Westslawische Literaturen und Kulturen",Westslawische Literaturen und Kulturen,,,,,,                    ,N,N,2022-01-19 10:49:06.675,,"526014                          ",,,"50000636","50000633"
10049,A,0,8,"526015    ",OSlaSpr         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie, Ostslawische Sprachen",Ostslawische Sprachen,,,,,,                    ,N,N,2022-01-19 10:49:06.678,,"526015                          ",,,"50000637","50000633"
10050,A,0,8,"526016    ",SSlaSpr         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie, Südslawische Sprachen und Kulturen",Südslawische Sprachen und Kulturen,,,,,,                    ,N,N,2022-01-19 10:49:06.681,,"526016                          ",,,"50000638","50000633"
10051,A,0,8,"526017    ",WSlaSpr         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie, Westslawische Sprachen",Westslawische Sprachen,,,,,,                    ,N,N,2022-01-19 10:49:06.683,,"526017                          ",,,"50000639","50000633"
10053,A,0,8,"526019    ",UngLiKul        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie, Ungarische Literatur und Kultur",Ungarische Literatur und Kultur,,,,,,                    ,N,N,2022-01-19 10:49:06.686,,"526019                          ",,,"50000640","50000633"
10967,A,,8,,FDidRuss        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Slawistik u.Hungarologie, Fachdidaktik Russisch",Fachdidaktik Russisch,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.689,,"526024                          ",,,"50000641","50000633"
10060,A,0,7,"527000    ",KlasPhil        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie",Institut für Klassische Philologie,,,,,,                    ,J,J,2022-01-19 10:49:06.691,,"527000                          ",,,"50000642","50000560"
8578,A,0,11,"100121    ",ProDekIntJU     ,"Juristische Fakultät, Dekanat, Dekan(in) Dekanat für Internationale Angelegenheiten",Dekan(in) Dekanat für Internationale Angelegenheiten,,,,,,                    ,N,N,2022-01-19 10:49:05.744,,"100121                          ",,,"50000199","50000196"
10808,A,,11,,StudDekJU       ,"Juristische Fakultät, Dekanat, Dekan(in) Dekanat für Studienangelegenheiten",Dekan(in) Dekanat für Studienangelegenheiten,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.747,,"100122                          ",,,"50000200","50000196"
10061,A,0,2,"527001    ",GDir            ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.694,,"527001                          ",,,"50000643","50000642"
10063,A,0,8,"527011    ",Gräzistk        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie, Gräzistik",Gräzistik,,,,,,                    ,N,N,2022-01-19 10:49:06.697,,"527011                          ",,,"50000644","50000642"
10064,A,0,8,"527012    ",Latinstk        ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie, Latinistik",Latinistik,,,,,,                    ,N,N,2022-01-19 10:49:06.700,,"527012                          ",,,"50000645","50000642"
10971,A,,8,,AltWiss         ,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Klassische Philologie, Klassische Altertumswissenschaften und Wissenschaftsgesch. (S)",Klassische Altertumswissenschaften und Wissenschaftsgesch. (S),,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.709,,"527016                          ",,,"50000648","50000642"
10814,A,,8,,ÖRÖRVöR         ,"Juristische Fakultät, Öffentliches Recht / Öffentliches Recht und Völkerrecht",Öffentliches Recht / Öffentliches Recht und Völkerrecht,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:05.802,,"101039                          ",,,"50000219","50000195"
10662,A,0,8,"534013    ",KlasArch        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Archäologie, Klassische Archäologie",Klassische Archäologie,,,,,,                    ,N,N,2022-01-19 10:49:06.739,,"551113                          ",,,"50000662","50000659"
10663,A,0,8,"534014    ",AntikNw         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Archäologie, Klassische Archäologie / Nachwirkungen der Antike",Klassische Archäologie / Nachwirkungen der Antike,,,,,,                    ,N,N,2022-01-19 10:49:06.741,,"551114                          ",,,"50000663","50000659"
8771,A,0,7,"533000    ",AsiAfr          ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften",Institut für Asien- und Afrikawissenschaften,,,,,,                    ,J,J,2022-01-19 10:49:06.747,,"551200                          ",,,"50000666","50000649"
8774,A,0,8,"533011    ",AfrSpra         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Afrikanische Sprachen",Afrikanische Sprachen,,,,,,                    ,N,N,2022-01-19 10:49:06.750,,"551211                          ",,,"50000668","50000666"
8776,A,0,8,"533013    ",AfrGesch        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Geschichte Afrikas",Geschichte Afrikas,,,,,,                    ,N,N,2022-01-19 10:49:06.752,,"551213                          ",,,"50000669","50000666"
8777,A,0,8,"533014    ",AfrLiKu         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Afrikanische Literaturen und Kulturen",Afrikanische Literaturen und Kulturen,,,,,,                    ,N,N,2022-01-19 10:49:06.754,,"551214                          ",,,"50000670","50000666"
11385,A,,8,,ChinNSpr        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Neuere Sprachen und Literaturen Chinas",Neuere Sprachen und Literaturen Chinas,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.760,,"551233                          ",,,"50000673","50000666"
8786,A,0,8,"533052    ",KuGeSasi        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Kulturen und Gesellschaften Südasiens",Kulturen und Gesellschaften Südasiens,,,,,,                    ,N,N,2022-01-19 10:49:06.765,,"551252                          ",,,"50000675","50000666"
10981,A,,8,,SAGendMe        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Gender Studies in Südasien m. Schwerpunkt im Bereich Medienwiss.",Gender Studies in Südasien m. Schwerpunkt im Bereich Medienwiss.,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.768,,"551254                          ",,,"50000676","50000666"
8789,A,0,8,"533061    ",SOAsiGe         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Geschichte Südostasiens",Geschichte Südostasiens,,,,,,                    ,N,N,2022-01-19 10:49:06.771,,"551261                          ",,,"50000677","50000666"
10983,A,,8,,TransfGe        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Transformationsgesellschaften in Asien/Afrika",Transformationsgesellschaften in Asien/Afrika,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.773,,"551264                          ",,,"50000678","50000666"
8793,A,0,8,"533071    ",KultMAsi        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Asien- und Afrikawissenschaften, Sprachen und Kulturen Mittelasiens",Sprachen und Kulturen Mittelasiens,,,,,,                    ,N,N,2022-01-19 10:49:06.779,,"551271                          ",,,"50000680","50000666"
10128,A,0,2,"546001    ",GDir            ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Geschäftsführendes Direktorat",Geschäftsführendes Direktorat,,,,,,                    ,N,N,2022-01-19 10:49:06.789,,"551301                          ",,,"50000684","50000683"
10130,A,0,8,"546011    ",AllgErzWi       ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Allgemeine Erziehungswissenschaft",Allgemeine Erziehungswissenschaft,,,,,,                    ,N,N,2022-01-19 10:49:06.791,,"551311                          ",,,"50000685","50000683"
9129,A,0,11,"200100    ",DekanatLeWi     ,"Lebenswissenschaftliche Fakultät, Dekanat",Dekanat,,,,,,                    ,N,N,2022-01-19 10:49:05.833,,"210100                          ",,,"50000232","50000231"
10136,A,0,8,"546017    ",EWMeLe          ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Erziehungswissenschaftliche Methodenlehre",Erziehungswissenschaftliche Methodenlehre,,,,,,                    ,N,N,2022-01-19 10:49:06.800,,"551317                          ",,,"50000689","50000683"
10411,A,0,,"921123    ",Freih           ,"Zentraleinrichtung Universitätsbibliothek, Benutzungsabteilung, Referat Service, Sachgebiet Freihand",Sachgebiet Freihand,,,,,,                    ,N,N,2022-01-19 10:49:07.290,,"921123                          ",,,"50000889","50000886"
10141,A,0,8,"546023    ",Schulfo         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Systembezogene Schulforschung (J)",Systembezogene Schulforschung (J),,,,,,                    ,N,N,2022-01-19 10:49:06.806,,"551323                          ",,,"50000692","50000683"
10143,A,0,8,"546025    ",GsPMathe        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Grundschulpädagogik mit Schwerpunkt Lernbereich Mathematik",Grundschulpädagogik mit Schwerpunkt Lernbereich Mathematik,,,,,,                    ,N,N,2022-01-19 10:49:06.810,,"551325                          ",,,"50000694","50000683"
10144,A,0,8,"546026    ",GsPSachU        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Grundschulpädagogik mit Schwerpunkt Lernbereich Sachunterricht",Grundschulpädagogik mit Schwerpunkt Lernbereich Sachunterricht,,,,,,                    ,N,N,2022-01-19 10:49:06.812,,"551326                          ",,,"50000695","50000683"
10145,A,0,8,"546028    ",PPGesund        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Pädagogische Psychologie und Gesundheitspsychologie",Pädagogische Psychologie und Gesundheitspsychologie,,,,,,                    ,N,N,2022-01-19 10:49:06.814,,"551328                          ",,,"50000696","50000683"
11003,A,,8,,LLForPP         ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Erziehungswissenschaften, Lehr-Lernforschung, Förderung und Evaluation (Pädagog. Psychol.)","Lehr-Lernforschung, Förderung und Evaluation (Pädagog. Psychol.)",,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.816,,"551329                          ",,,"50000697","50000683"
10610,A,0,8,"535015    ",KultTech        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kulturwissenschaft, Kulturtechniken und Wissensgeschichte",Kulturtechniken und Wissensgeschichte,,,,,,                    ,N,N,2022-01-19 10:49:06.851,,"551415                          ",,,"50000713","50000707"
10591,A,0,8,"536011    ",KGBildMA        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Bildkulturen des Mittelalters",Bildkulturen des Mittelalters,,,,,,                    ,N,N,2022-01-19 10:49:06.867,,"551511                          ",,,"50000721","50000719"
10592,A,0,8,"536012    ",KGOEurop        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Kunstgeschichte Osteuropas",Kunstgeschichte Osteuropas,,,,,,                    ,N,N,2022-01-19 10:49:06.870,,"551512                          ",,,"50000722","50000719"
10990,A,,8,,KuMePhot        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Kunst und Neue Medien / Photographie",Kunst und Neue Medien / Photographie,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.877,,"551518                          ",,,"50000725","50000719"
10991,A,,8,,Archite2        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Geschichte der Architektur und des Städtebaus",Geschichte der Architektur und des Städtebaus,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.879,,"551519                          ",,,"50000726","50000719"
11203,A,,8,,GeThForm        ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Kunst- und Bildgeschichte, Geschichte und Theorie der Form",Geschichte und Theorie der Form,,,Aus der OkzDB neu dazu,,,,N,N,2022-01-19 10:49:06.881,,"551522                          ",,,"50000727","50000719"
10574,A,0,7,"537000    ",MuMeWi          ,"Kultur-, Sozial- und Bildungswissenschaftliche Fakultät, Institut für Musikwissenschaft und Medienwissenschaft",Institut für Musikwissenschaft und Medienwissenschaft,,,,,,                    ,J,J,2022-01-19 10:49:06.883,,"551600                          ",,,"50000729","50000649"
