"veranstid","verart","verartid","aikz","veranstnr","veranstnrint","ktxt","dtxt","ltxt","sws","semester","erwartteilnehmer","teilnehmermax","druck_vvz","zeitstempel","lehrmethoden","voraussetzung","verweise","pruefungsstoff","credits","kommentar","bemerkung","literatur","hyperlink","uebernrhythm","veranststatusid","pruefmoegl","freigabe","publish","belegpflicht","geschl","unterrsprache","praesenzzeit","art_praesenzzeit","ssz","studienjahr","kosten","externperson","externinst","evalartid","externid","fachuebergreifend_kz","curricular_kz","sichtbar","verformatid"
194444,,113,A,"530183              ",,,"Die Norm kennt kein Außen. Norm, Normierung und Normalisierung und ihre soziale Wirkmächtigkeit (ÜWP)",,2.0,20221,,,J,2022-02-16 10:56:11.413,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
194434,,113,A,"530209              ",,,Mapping social inequalities: Introduction to GIS software and spatial data (ÜWP),,2.0,20221,,,J,2022-02-16 11:04:27.985,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194450,,113,A,"530102              ",,,Die Vergesellschaftung von Natur und Religion am Beispiel von muslimisch-ökologischen Initiativen und Bewegungen in Europa (ÜWP),,2.0,20221,,,J,2022-02-16 10:57:23.209,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194431,,113,A,"530186              ",,,"Growth, Inequality and Poverty (ÜWP)",,2.0,20221,,,J,2022-02-16 11:00:21.326,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,2
194430,,113,A,"530180              ",,,Kapital und Care. Feministisch-materialistische Perspektiven auf die gesellschaftliche Organisation der Arbeit (ÜWP),,2.0,20221,,,J,2022-02-16 11:00:49.673,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,2
194439,,113,A,"530214              ",,,Literatur und Gesellschaft (ÜWP),,2.0,20221,,,J,2022-02-16 11:02:18.393,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,1
194425,,113,A,"530179              ",,,Liberal Democracy & Islamic Fundamentalism (ÜWP),,2.0,20221,,,J,2022-02-16 11:02:07.103,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,3
192465,,113,A,"530214              ",,,Literatur und Gesellschaft,,2.0,20221,,,J,2022-02-16 11:02:12.441,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,J,1
194448,,113,A,"530182              ",,,Political Economy of Conflict (ÜWP),,2.0,20221,,,J,2022-02-16 11:06:15.200,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,2
194449,,113,A,"530188              ",,,"The crisis of the Islamic world: democracy, human rights, political violence, and economic growth (ÜWP)",,2.0,20221,,,J,2022-02-16 11:12:00.172,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,,2
194435,,113,A,"530213              ",,,Sociology of Architecture (ÜWP),,2.0,20221,,,J,2022-02-16 11:08:27.459,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
194423,,113,A,"530166              ",,,Verschwörungstheorien als eine Gefahr für die Demokratie? (ÜWP),,2.0,20221,,,J,2022-02-16 11:22:39.795,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,2
194440,,113,A,"530231              ",,,Voice and Embodyment (ÜWP),,2.0,20221,,,J,2022-02-16 11:23:13.300,,,,,,,,,,0,4,,N,,J,,2,,,,,,,,,,,,,1
194364,,236,A,"10520               ",,,Privates Baurecht und Vertragsgestaltung,,2.0,20221,,,J,2022-02-08 14:55:24.517,,,,,,,,,https://moodle.hu-berlin.de/course/view.php?id=110544,,4,,N,,N,,1,,,,,,,,,,,,,1
194471,,429,A,"21811705            ",,,Soziale Lebensmittelinnovationen in der Stadt: Implikationen für die Lebensmitteldemokratie,,2.0,20221,,,J,2022-02-16 13:12:09.561,,,,,,,,,,0,4,,J,,J,,9,,,,,,,,,,,,J,3
194401,,332,A,"53971               ",,,"Geschlechterverhältnisse, Rassifizierung und Rassenideologien im deutschen Kolonialismus. Strukturen, Diskurse, Kontinuitäten",,2.0,20221,,,J,2022-03-09 16:24:32.516,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,1
194481,,332,A,"0212033             ",,,Geschichte erzählen - vom Aufsatz zur Ausstellung,,2.0,20221,,,J,2022-02-28 13:57:38.776,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,3
194474,,339,A,"0212022             ",,,Sex and the City. Geschichte der Sexualität(en) in Berlin,,2.0,20221,,,J,2022-02-28 14:07:41.379,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,4
194475,,332,A,"0212027             ",,,"Reparatur, Brüche, Teilungen. Die Gegenwarten und Geschichten des Gropius Bau",,2.0,20221,,,J,2022-02-28 14:01:43.132,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,J,4
194476,,332,A,"0212028             ",,,Wissenschaftskommunikation in den Geowissenschaften - Praxisbeispiel Wissenschaftsjahr 2022,,2.0,20221,,,J,2022-02-28 14:02:13.334,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,J,4
194479,,332,A,"0212030             ",,,"Surrealismus: Wort, Bild, Kritik",,2.0,20221,,,J,2022-02-28 14:03:55.817,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,J,4
194480,,332,A,"0212031             ",,,Social-ecological movements and institutional transformation for environmental justice: a comparative case study analysis,,2.0,20221,,,J,2022-02-28 14:05:10.665,,,,,,,,,,0,4,,N,,N,,2,,,,,,,,,,,,J,2
194482,,332,A,"0212026             ",,,"#UniToo? Sexualisierte Belästigung, Diskriminierung und Gewalt an Berliner Hochschulen",,2.0,20221,,,J,2022-02-28 14:00:52.780,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,4
194554,,236,A,"331120220152        ",,,Statistische Thermodynamik und reale Festkörper,,3.0,20221,,,J,2022-02-18 18:45:30.591,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194505,,113,A,"331120220044        ",,,Allgemeine und Anorganische Chemie (AAC),,2.0,20221,,,J,2022-02-18 18:38:26.296,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110088,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194485,,429,A,"21811706            ",,,The Bittersweet Symphony Between Science and Philosophy: A Never-Ending Dialogue,,2.0,20221,,,J,2022-02-18 10:52:32.411,,,,,,,,,,0,4,,J,,J,,2,,,,,,,,,,,,J,2
194486,,401,A,"5328400             ",,,Techno Culture. Geschichte und Gegenwart elektronischer Tanzmusikkultur in Berlin,,2.0,20221,,,J,2022-02-28 20:58:42.937,,,,,,,,,,0,4,,N,,N,,1,,,,,,,,,,,,,1
189946,,363,A,"3314473             ",,,Klasse 5/6a,,2.0,20221,,,J,2021-10-04 14:00:02.795,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,J,1
194487,,4,A,Ü53247              ,,,Ausstellungsplanung und Museumsdidaktik: Wir erstellen Konzepte und Katalog für eine multimediale Ausstellung,,2.0,20221,,,J,2022-02-18 11:34:39.968,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,3
194488,,236,A,Ü53248              ,,,Archäologische Museen in Deutschland,,2.0,20221,,,J,2022-02-18 11:36:11.940,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,3
194490,,236,A,"53249               ",,,Archäometrie,,2.0,20221,,,J,2022-02-18 11:42:05.170,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,3
194489,,236,A,Ü53249              ,,,Archäometrie,,2.0,20221,,,J,2022-02-18 11:44:18.886,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,3
194491,,113,A,"5220099             ",,,Der Satz,,2.0,20221,,,J,2022-02-18 11:47:49.557,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,2
194594,,113,A,"331120220189        ",,,Bioorganische Synthese/Chemische Biologie,,3.0,20221,,,J,2022-02-18 18:50:36.243,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194492,,329,A,"53260               ",,,Master- und Doktorandenkolloquium,,2.0,20221,,,J,2022-02-18 11:51:32.807,,,,,,,,,,0,4,,N,,J,,1,,,,,,,,,,,,,3
194493,,401,A,"5328810             ",,,Toxic Berlin? - Spurensuche nach den Altlasten einer Region,,2.0,20221,,,J,2022-02-28 21:12:18.935,,,,,,,,,,0,4,,J,,N,,1,,,,,,,,,,,,,1
194494,,113,A,"5260123             ",,,Sprachenübergreifend: Methoden fundierter Textanalyse und Textinterpretation,,2.0,20221,,,J,2022-02-21 09:07:31.791,,,,,,,,,,0,4,,J,,J,,1,,,,,,,,,,,,,1
194779,,359,A,"331520220160        ",,,Seminar zur Neurophysik (B. Lindner),,2.0,20221,,,J,2022-02-18 19:14:39.621,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194591,,375,A,"331120220186        ",,,Physikalisch-chemisches Fortgeschrittenen-Praktikum,,14.0,20221,,,J,2022-02-18 18:50:06.399,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=101674,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194496,,375,A,"331520220150        ",,,Fachwissenschaftliche Vertiefung Physik,,4.0,20221,,,J,2022-02-18 13:34:31.247,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194497,,236,A,"331520220115        ",,,Ausgewählte Themen der Physik,,2.0,20221,,,J,2022-02-18 13:34:37.685,,,,,,,,,http://www.physik.hu-berlin.de/de/didaktik,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194498,,4,A,"331520220115        ",,,Ausgewählte Themen der Physik,,2.0,20221,,,J,2022-02-18 13:34:40.639,,,,,,,,,http://www.physik.hu-berlin.de/de/didaktik,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194499,,236,A,"331120220090        ",,,Materialchemie in Beispielen (Grundschullehramt),,2.0,20221,,,J,2022-02-18 13:34:58.918,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194500,,113,A,"331120220090        ",,,Materialchemie in Beispielen (Grundschullehramt),,2.0,20221,,,J,2022-02-18 13:35:01.830,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
188338,,374,A,"5210052             ",,,Praxis des Drehbuchschreibens,,2.0,20221,,,J,2021-12-28 12:02:02.604,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194622,,330,A,"331520220007        ",,,"Theoretische Physik III: Quantenmechanik (UeWP: 10 SP, TU: fak.)",,2.0,20221,,,J,2022-02-18 18:54:12.270,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194502,,329,A,"331120220000        ",,,Kolloquium des Instituts f. Chemie,,2.0,20221,,,J,2022-02-18 18:38:01.428,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194530,,113,A,"331120220063        ",,,Moderne Aspekte der Fluorchemie,,2.0,20221,,,J,2022-02-18 18:41:45.818,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=93858,2,4,,J,,J,,1,,,,,,,,,,,,J,3
188347,,113,A,"5210032             ",,,"Schicksal, Kontingenz und Zufall in der Gegenwartsliteratur",,2.0,20221,,,J,2021-12-28 09:55:57.520,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194503,,113,A,"331120220041        ",,,Funktionale Materialien (AK Pinna),,2.0,20221,,,J,2022-02-18 18:38:11.818,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194769,,4,A,"331520220142        ",,,Analysis Techniques in Astrophysics and Gravitational Wave Astronomy,,1.0,20221,,,J,2022-02-18 19:13:26.391,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194504,,236,A,"331120220044        ",,,Allgemeine und Anorganische Chemie (AAC),,4.0,20221,,,J,2022-02-18 18:38:23.530,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110088,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194616,,4,A,"331520220005        ",,,"Physik IV Quanten-, Atom- und Molekülphysik",,2.0,20221,,,J,2022-02-18 18:53:25.876,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110137,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194667,,359,A,"331520220033        ",,,Elektronische Eigenschaften moderner Halbleiter (N. Koch),,2.0,20221,,,J,2022-02-18 19:00:45.857,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194764,,4,A,"331520220139        ",,,Quantenmaterialien,,2.0,20221,,,J,2022-02-18 19:12:50.309,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=106334,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194506,,330,A,"331120220044        ",,,Allgemeine und Anorganische Chemie (AAC),,1.0,20221,,,J,2022-02-18 18:38:28.770,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110088,1,4,,J,,J,,1,,,,,,,,,,,,J,3
188397,,401,A,"5210088             ",,,Vertiefung,,1.0,20221,,,J,2021-12-28 11:04:23.787,,,,,,,,,,1,4,,J,,N,,1,,,,,,,,,,,,,1
190248,,4,A,"708009              ",,,Valuation,,2.0,20221,,,J,2021-11-16 11:44:52.500,,,,,,,,,,2,4,,N,,N,,2,,,,,,,,,,,,,1
194507,,375,A,"331120220047        ",,,"Physikalisch-chemisches Grundpraktikum - Teil 2: Elektrochemie, Kinetik und Spektroskopie",,18.0,20221,,,J,2022-02-18 18:38:49.117,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194512,,236,A,"331120220051        ",,,Chemische Thermodynamik von reinen Stoffen,,4.0,20221,,,J,2022-02-28 10:16:49.338,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110664,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194740,,4,A,"331520220123        ",,,Group theory for high-energy physics,,2.0,20221,,,J,2022-02-18 19:09:41.965,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194508,,236,A,"331120220048        ",,,Supramolekulare Chemie,,2.0,20221,,,J,2022-02-18 18:39:02.739,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=94357,2,4,,J,,J,,1,,,,,,,,,,,,J,1
194546,,236,A,"331120220110        ",,,Quantentheorie mit Gruppentheorie,,4.0,20221,,,J,2022-02-18 18:44:21.779,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194509,,4,A,"331120220048        ",,,Supramolekulare Chemie,,2.0,20221,,,J,2022-02-18 18:39:05.166,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=94357,2,4,,J,,J,,1,,,,,,,,,,,,J,1
194713,,236,A,"331520220103        ",,,Fourieroptik und Röntgenmikroskopie,,1.0,20221,,,J,2022-03-10 08:46:31.519,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194714,,4,A,"331520220103        ",,,Fourieroptik und Röntgenmikroskopie,,1.0,20221,,,J,2022-02-18 19:06:48.662,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194510,,359,A,"331120220049        ",,,Arbeitsgruppenseminar AG Dumele,,2.0,20221,,,J,2022-02-18 18:39:16.533,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
188394,,113,A,"5210401             ",,,Diversity,,2.0,20221,,,J,2021-12-28 14:43:47.733,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188392,,113,A,"5210049             ",,,Sigfried Kracauer,,2.0,20221,,,J,2021-12-28 10:06:52.845,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188382,,325,A,"5210055             ",,,Einführung in die Didaktik des Deutschunterrichts,,2.0,20221,,,J,2021-12-28 10:15:05.927,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194511,,236,A,"331120220050        ",,,Bio- und Chemosensoren,,2.0,20221,,,J,2022-02-18 18:39:22.143,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194668,,113,A,"331520220034        ",,,Einführung in moderne elektronische Materialien,,2.0,20221,,,J,2022-02-18 19:00:54.731,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
188395,,401,A,"5210083             ",,,Vertiefung,,1.0,20221,,,J,2021-12-28 10:59:51.639,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
188388,,113,A,"5210071             ",,,"Theaterbühne des ""klassischen Dramas""",,2.0,20221,,,J,2021-12-28 10:41:11.874,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188385,,113,A,"5210406             ",,,Kunst und Narration (LITERATURWISSENSCHAFT),,2.0,20221,,,J,2022-01-20 18:26:43.665,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188350,,113,A,"5210030             ",,,Romane der 50er Jahre,,2.0,20221,,,J,2021-12-28 09:55:33.421,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
189937,,236,A,"3314472             ",,,Maßtheorie,,2.0,20221,,,J,2021-10-04 13:10:50.392,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
188346,,113,A,"5210035             ",,,Autorinnen der Weimarer Republik,,2.0,20221,,,J,2021-12-27 14:28:28.837,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
188342,,113,A,"5210019             ",,,Drama?! Geistliche Spiele,,2.0,20221,,,J,2022-01-20 10:17:43.927,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188328,,113,A,"5210066             ",,,Großstadtlyrik,,2.0,20221,,,J,2021-12-28 10:32:52.631,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194513,,4,A,"331120220051        ",,,Chemische Thermodynamik von reinen Stoffen,,2.0,20221,,,J,2022-02-28 10:16:53.177,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110664,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194771,,113,A,"331520220148        ",,,Herstellung hybrider Bauelemente,,2.0,20221,,,J,2022-02-18 19:13:44.577,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,J,3
188398,,401,A,"5210082             ",,,Vertiefung,,1.0,20221,,,J,2021-12-28 10:58:39.439,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
188396,,401,A,"5210084             ",,,Vertiefung,,1.0,20221,,,J,2021-12-28 11:01:58.456,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
188391,,401,A,"5210081             ",,,Vertiefung,,1.0,20221,,,J,2021-12-28 10:59:13.960,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
188383,,113,A,"5210056             ",,,Aspekte sprachlicher und literarischer Bildung,,2.0,20221,,,J,2021-12-28 10:16:23.408,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188343,,113,A,"5210022             ",,,Theorie und Geschichte des Epigramms,,2.0,20221,,,J,2021-12-28 09:53:43.476,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188341,,113,A,"5210018             ",,,Gedruckte Schwanksammlungen des 16. Jahrhunderts // Wickrams Welt,,2.0,20221,,,J,2021-12-28 09:52:47.592,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188308,,330,A,"5210203             ",,,Begleitendes Tutorium zur Text- und Medienanalyse I,,2.0,20221,,,J,2022-01-25 13:40:01.591,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188303,,113,A,"5210040             ",,,Buchkultur im digitalen Zeitalter,,2.0,20221,,,J,2022-01-20 15:00:38.275,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188295,,113,A,"5210063             ",,,Vom Bordstein zur Skyline. Literaturgeschichte des Deutschrap,,2.0,20221,,,J,2022-01-19 09:45:19.413,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
188286,,113,A,"5210057             ",,,Die Poetikvorlesung: Institution und Ereignis,,2.0,20221,,,J,2022-01-19 09:41:46.718,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194514,,330,A,"331120220051        ",,,Chemische Thermodynamik von reinen Stoffen,,1.0,20221,,,J,2022-02-28 10:16:55.780,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110664,2,4,,J,,J,,1,,,,,,,,,,,,J,3
188372,,113,A,"5210006             ",,,Schriftkulturen in Mitteleuropa,,2.0,20221,,,J,2021-12-28 09:50:17.707,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188366,,113,A,"5210036             ",,,Marie von Ebner-Eschenbach: Die Realität des Unbewussten,,2.0,20221,,,J,2021-12-28 09:56:53.934,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188344,,113,A,"5210023             ",,,Romantik machen: Friedrich von Hardenberg,,2.0,20221,,,J,2021-12-28 09:53:58.777,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188340,,113,A,"5210017             ",,,Neidhartlieder und Reinhart Fuchs. Philologischer Frühling oder der lange Weg vom Text zum Buch,,2.0,20221,,,J,2021-12-28 09:52:34.830,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188333,,113,A,"5210020             ",,,Felicitas Hoppe Die Nibelungen: Ein deutscher Stummfilm (2021),,2.0,20221,,,J,2022-01-28 10:14:13.402,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188319,,382,A,"5210021             ",,,"E.T.A. Hoffmann. Literatur, Künste und Wissenschaften in der Romantik (Lit II)",,2.0,20221,,,J,2022-02-25 11:57:01.680,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188387,,113,A,"5210067             ",,,Romane der Frühromantik,,2.0,20221,,,J,2022-03-01 17:22:29.850,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194515,,236,A,"331120220052        ",,,Chemische Thermodynamik von Mischphasen,,4.0,20221,,,J,2022-02-28 10:17:08.669,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110664,2,4,,J,,J,,1,,,,,,,,,,,,J,3
188384,,113,A,"5210093             ",,,Mehrsprachigkeit in der Gegenwartsliteratur (LITERATURWISSENSCHAFT),,2.0,20221,,,J,2021-12-28 11:24:47.700,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
188380,,113,A,"5210048             ",,,Ganz allein? Höfisches Erzählen über Einsamkeit,,2.0,20221,,,J,2021-12-28 10:06:10.329,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188378,,113,A,"5210012             ",,,Dramenanfänge,,2.0,20221,,,J,2021-12-28 09:51:38.780,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188377,,113,A,"5210011             ",,,Weimarer Klassik,,2.0,20221,,,J,2021-12-28 09:51:26.665,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188373,,113,A,"5210007             ",,,Leo Perutz` Rätselromane,,2.0,20221,,,J,2021-12-29 09:42:56.944,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188362,,113,A,"5210044             ",,,"""Altdeutsch"" um 1800. Künste, Wissenschaften und Moden",,2.0,20221,,,J,2022-01-20 18:49:59.113,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188360,,113,A,"5210039             ",,,Karoline von Günderrode,,2.0,20221,,,J,2021-12-27 14:32:45.909,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188354,,113,A,"5210096             ",,,Das komische Kurzgedicht (1600 bis heute),,2.0,20221,,,J,2021-12-28 11:50:51.419,,,,,,,,,,,4,,N,,J,,1,,,,,,,,,,,,,1
188408,,113,A,"5210078Ü            ",,,Protoplasten - Automata - Androiden. Mediengeschichte des künstlichen Menschen,,2.0,20221,,,J,2022-02-28 14:57:59.538,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194516,,4,A,"331120220052        ",,,Chemische Thermodynamik von Mischphasen,,2.0,20221,,,J,2022-02-28 10:17:11.895,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110664,2,4,,J,,J,,1,,,,,,,,,,,,J,3
194734,,236,A,"331520220119        ",,,Advanced Lattice Field Theory,,2.0,20221,,,J,2022-02-18 19:09:00.905,,,,,,,,,,2,4,,J,,J,,1,,,,,,,,,,,,J,3
188399,,401,A,"5210086             ",,,Vertiefung,,1.0,20221,,,J,2021-12-28 11:02:37.140,,,,,,,,,,1,4,,N,,N,,1,,,,,,,,,,,,,1
188379,,113,A,"5210005             ",,,Dunkelblume Welten zwischen Aufbruch und Abgrund: Autorinnenromane 2021,,2.0,20221,,,J,2022-03-07 17:23:58.230,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
188371,,113,A,"5210091             ",,,Kanonische Texte im Deutschunterricht: Didaktische Heraus-forderungen (FACHDIDAKTIK),,2.0,20221,,,J,2021-12-28 11:17:12.421,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188370,,113,A,"5210097             ",,,Berlin-Alexanderplatz,,2.0,20221,,,J,2021-12-28 11:52:55.999,,,,,,,,,,,4,,J,,J,,1,,,,,,,,,,,,,1
188368,,113,A,"5210407             ",,,Von Tieren und Menschen (LITERATURWISSENSCHAFT),,2.0,20221,,,J,2022-01-20 18:27:12.712,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188364,,113,A,"5210047             ",,,Alteritätsdiskurs von Geschlecht und Rasse in der Literatur des Realismus,,2.0,20221,,,J,2022-03-11 10:08:44.747,,,,,,,,,,1,4,,J,,J,,1,,,,,,,,,,,,,1
194517,,113,A,"331120220053        ",,,Gruppenseminar: Ultrakurzzeitdynamik in kondensierter Materie (AK Stähler),,4.0,20221,,,J,2022-02-28 10:17:10.717,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110663,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194608,,330,A,"331520220001        ",,,Mathematische Grundlagen (nur 1.HS),,2.0,20221,,,J,2022-02-18 18:52:19.398,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110129,1,4,,J,,J,,1,,,,,,,,,,,,J,3
194683,,236,A,"331520220069        ",,,Quantenoptik,,1.0,20221,,,J,2022-03-11 11:17:01.491,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=95103,2,4,,J,,N,,1,,,,,,,,,,,,J,3
188374,,113,A,"5210008             ",,,Technik und Kommunikation in Literatur und Film der Gegenwart,,2.0,20221,,,J,2021-12-28 09:50:42.595,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188335,,399,A,"5210042             ",,,Thomas Brasch: Edition und Textgenese anhand ausgewählter Fundstücke aus dem Archiv,,4.0,20221,,,J,2022-01-28 10:17:16.806,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188329,,113,A,"5210078             ",,,Protoplasten - Automata - Androiden. Mediengeschichte des künstlichen Menschen,,2.0,20221,,,J,2021-12-28 10:53:05.391,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
188322,,236,A,"5210003             ",,,Einführung in die Arbeitsfelder der Literaturwissenschaft,,2.0,20221,,,J,2021-12-27 13:33:20.170,,,,,,,,,,1,4,,N,,J,,1,,,,,,,,,,,,,1
194518,,236,A,"331120220055        ",,,"Dynamik, Struktur und Funktion chemischer Systeme",,2.0,20221,,,J,2022-02-28 10:17:31.416,,,,,,,,,http://moodle.hu-berlin.de/course/view.php?id=110662,2,4,,J,,J,,1,,,,,,,,,,,,J,3
