"class_name","class_type","hyperlink","freigabe","belegpflicht","lang","start_date","end_date","max_part","start_time","end_time","week_day","rhythm","parallel","lecturer","room","floor","address","building","facility"
Problemfelder des Fremdsprachenlehrens und -lernens,Seminar,,N,,deutsch,2022-04-19,2022-07-19,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Martin Maier,Übungsraum 0122-23,"1. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik"
Modul 23: PÜ Basiskompetenzen klinische-psychologischer Interventionen,Praxisorientierte Lehrveranstaltung,,J,,deutsch,2022-04-20,2022-07-18,,"13:00","15:00",Mittwoch,wöchentlich,wöchentlich,Charlotte Küpper,Seminarraum 1.101,"1. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Phonetik/Phonologie/Graphematik,Grundkurs,,N,,deutsch,,,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Christine Mooshammer,Seminarraum 1.102,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Modul 16: VL Kognitiv-affektive Neurowissenschaften (Vertiefung A),Vorlesung,,J,,deutsch,2022-04-25,2022-07-18,,"15:00","17:00",Montag,wöchentlich,wöchentlich,Reinhard Beyer,Hörsaal 0110,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Vorbereitung auf das Praxissemester,Seminar,,N,,deutsch-englisch,2022-04-25,2022-07-18,,"14:00","16:00",Montag,wöchentlich,wöchentlich,Marit Vos,Übungsraum 0122-23,"1. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik"
Introduction to Cultural Studies and Theory,Seminar,,N,,englisch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Charlotte Alex,Hörsaal 1072,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
Algebra/Zahlentheorie und ihre Didaktik,Vorlesung,,N,,deutsch,,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Scott Mullane,Hörsaal 0310,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Das Urindogermanische,Übung,,N,,deutsch,,,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Wolfgang Hock,Seminarraum 1.504,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Ausgewählte Themen der Stochastik (M27): Mathematics for machine and reinforcing learning and Markov decision processes (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Dienstag,wöchentlich,wöchentlich,Dirk Becherer,Seminarraum 30 1.114,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
CM04: SE Higher Cognition - Computational Psychiatry and Neuroscience,Seminar,,J,,deutsch-englisch,2022-04-21,2022-07-21,,"11:00","13:00",Donnerstag,wöchentlich,wöchentlich,Philippe Jawinski,Seminarraum 0.101,EG                       ,Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Ausgewählte Themen der Stochastik (M27): Mathematics for machine and reinforcing learning and Markov decision processes (ÜWP),Übung,,N,,deutsch,,,,"11:00","13:00",Dienstag,"14tgl.","14tgl.",Martha Nansubuga,Seminarraum 30 1.114,"1. OG                    ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Grundlagen der Numerischen Mathematik und Optimierung,Vorlesung,,N,,deutsch,,,,"09:00","11:00",Dienstag,wöchentlich,wöchentlich,Falk Hante,Hörsaal 0311,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Masterseminar Grundschule,Masterseminar,,N,,deutsch,2022-04-19,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Sabine Hillebrecht,Seminarraum 5008,"5. OG                    ",Friedrichstraße 191                               ,Institutsgebäude,Technische Abteilung (V)
Modul 09: SE Psychologische Untersuchungsverfahren,Seminar,,J,,deutsch,2022-04-20,2022-07-20,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Caroline Wehner,Seminarraum 3.208,"3. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Acquisition and Analysis of Neural Data,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=109785,J,,englisch,2022-04-21,2022-07-21,,"09:15","10:45",Donnerstag,wöchentlich,wöchentlich,B. Blankertz,Hörsaal 102,EG                       ,Philippstraße 13                                  ,Haus 6 / Labor- / Hörsaalgebäude,Technische Abteilung (V)
Acquisition and Analysis of Neural Data,Vorlesung,https://moodle.hu-berlin.de/course/view.php?id=109785,J,,englisch,2022-04-21,2022-07-21,,"09:15","10:45",Donnerstag,wöchentlich,wöchentlich,Richard Kempter,Hörsaal 102,EG                       ,Philippstraße 13                                  ,Haus 6 / Labor- / Hörsaalgebäude,Technische Abteilung (V)
Historische Textanalyse,Seminar,,N,,deutsch,,,,"12:00","14:00",Donnerstag,wöchentlich,wöchentlich,Annette Fischer,Seminarraum 3.007,EG                       ,Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Kreativität im wissenschaftlichen Arbeiten (&#8222;Oberseminar&#8220;),Übung,,,,deutsch,,,,"16:00","18:00",Dienstag,wöchentlich,wöchentlich,Stefanie Schnurbein,Besprechungsraum 3.231,"2. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,"Sprach- und literaturwissenschaftliche Fakultät, Nordeuropa-Institut"
Written Academic Discourse: Academic Essays,Übung,,N,,englisch,2022-04-20,2022-07-20,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Elisabeth Gibbels,Seminarraum 1.502,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
BA/MA- und Doktorandenkolloquium Allgemeine Soziologie und Kultursoziologie,Kolloquium,,J,,deutsch,,,,"18:00","20:00",Montag,wöchentlich,wöchentlich,Hilmar Schäfer,Seminarraum 003,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Nachbereitung Berufsfelderschließendes Praktikum im FSP emotionale und soziale Entwicklung,Seminar,,N,,deutsch,2022-03-04,2022-03-04,,"14:00","18:30",Freitag,Einzeltermin,Einzeltermin,Kerstin Schicke,Unterrichtsraum 207,"1. OG                    ",Georgenstraße 36                                  ,Institutsgebäude,Technische Abteilung (V)
Einführung in das Politische System der Bundesrepublik Deutschland,Übung,,N,,deutsch,2022-04-27,,,"16:00","18:00",Mittwoch,wöchentlich,wöchentlich,Esther Kern,Seminarraum 002,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Francesco Petrarca: Canzoniere,Seminar,,N,,deutsch,,,,"14:00","16:00",Donnerstag,wöchentlich,wöchentlich,Christoph Söding,Seminarraum 1.607,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Wissenschaftliches Arbeiten,Vorlesung/Grundkurs,,J,,deutsch,2022-04-26,2022-07-19,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Michael Mann,Emil Fischer-Hörsaal 1.06,"1. OG                    ",Hessische Straße 1-4 1-4                          ,Bibliotheksgebäude,Technische Abteilung (V)
Didaktische Konzepte im Islamischen Religionsunterricht,Übung,https://moodle.hu-berlin.de/course/view.php?id=110473,N,,deutsch,2022-04-20,2022-07-20,,"12:00","14:00",Mittwoch,wöchentlich,wöchentlich,Tuba Isik,Seminarraum 406,"4. OG                    ",Burgstraße 26                                     ,Institutsgebäude,Technische Abteilung (V)
Einführung in das Politische System der Bundesrepublik Deutschland,Übung,,N,,deutsch,2022-04-26,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Tristan Klingelhöfer,Hörsaal 1 207,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V)
Übungen zur schwedischen Grammatik,Übung,,N,,deutsch,,,,"08:00","10:00",Montag,wöchentlich,wöchentlich,Tomas Milosch,Seminarraum 3.101,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Bachelorseminare Neuere und Neueste Geschichte,Bachelorseminar,,N,,deutsch,2022-04-25,,,"16:00","18:00",Montag,wöchentlich,wöchentlich,Heike Wieters,Seminarraum 5008,"5. OG                    ",Friedrichstraße 191                               ,Institutsgebäude,Technische Abteilung (V)
Kreatives Schreiben,Übung,,N,,französisch,,,,"10:00","14:00",Samstag,"14tgl.","14tgl.",Pierre Kadivar,Seminarraum 1.608,"6. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Ausgewählte Themen der Stochastik (M27): Branching processes,Übung,,N,,englisch,,,,"13:00","15:00",Mittwoch,"14tgl.","14tgl.",Wei Xu,Seminarraum 20 3.008,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Einführung in das wissenschaftliche Rechnen,Übung,,N,,deutsch,,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Hella Rabus,PC-Pool 2.207,"02                       ",Rudower Chaussee 25                               ,Johann von Neumann-Haus,"Mathematisch-Naturwissenschaftliche Fakultät, Institut für Mathematik"
"Literalitätserwerb im Mehrsprachigkeitskontext (Sprachbildung, GS)",Seminar,,J,,deutsch,2022-04-20,2022-07-23,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Julia Podelo,Seminarraum 0319-22,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
"Literalitätserwerb im Mehrsprachigkeitskontext (Sprachbildung, GS)",Seminar,,J,,deutsch,2022-04-20,2022-07-23,,"14:00","16:00",Mittwoch,wöchentlich,wöchentlich,Monika Budde,Seminarraum 0319-22,"3. OG                    ",Hausvogteiplatz 5-7                               ,Institutsgebäude,Technische Abteilung (V)
Rethinking Class in Contemporary Fiction,Seminar,,J,,englisch,2022-04-21,2022-07-21,,"10:00","12:00",Donnerstag,wöchentlich,wöchentlich,Helga Schwalm,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Algebra/Zahlentheorie und ihre Didaktik,Übung,,N,,deutsch,,,,"13:00","15:00",Montag,wöchentlich,wöchentlich,Frank Feudel,Seminarraum 30 3.006,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Non-Fiction Writing,Übung,,N,,englisch,2022-04-25,2022-07-18,,"12:00","14:00",Montag,wöchentlich,wöchentlich,Stefana Ehlert,PC-Pool 3001,"2. OG                    ",Unter den Linden 6                                ,Universitäts-Hauptgebäude,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Anglistik und Amerikanistik"
Komplexe curriculare und unterrichtliche Konstruktionen,Seminar,,J,,deutsch,2022-04-22,2022-04-22,,"08:00","14:00",Freitag,Einzeltermin,Einzeltermin,Cornelia Wagner-Herrbach,Seminarraum 202,"2. OG                    ",Dorotheenstraße 26                                ,Institutsgebäude,Technische Abteilung (V)
Digitale Systeme,Übung,,N,,deutsch,,,,"09:00","11:00",Montag,wöchentlich,wöchentlich,Siegmar Sommer,Hörsaal 0313,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Ejercicios de expresión oral. Titel folgt,Übung,,N,,spanisch,,,,"08:00","10:00",Dienstag,wöchentlich,wöchentlich,Maria Teresa Prieto Alonso,Sprachlabor 461,"4. OG                    ",Dorotheenstraße 65                                ,Boeckh-Haus,"Sprach- und literaturwissenschaftliche Fakultät, Institut für Romanistik"
Individuelle Bewegungsformen und 1. Rückschlagspiel/ Volleyball,Vorlesung,,N,,deutsch,2022-04-19,2022-07-19,,"16:00","16:45",Dienstag,wöchentlich,wöchentlich,Dirk Eckardt,Hörsaal 5 1.26,"1. OG                    ",Philippstraße 13                                  ,Haus 11 / Institutsgebäude,Technische Abteilung (V)
Implikationen der aktuellen Debatten um Klasse für die Bildungs- und Erziehungswissenschaften,Seminar,,N,,deutsch,2022-04-25,,,"12:00","16:00",Montag,"14tgl./2","14tgl./2",Katharina Lux,Seminarraum 2.102,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Im Archiv - (Autonome) Frauenbildungszusammenhänge und akademisierte Geschlechterforschung,Seminar,,J,,deutsch,2022-07-08,2022-07-08,,"10:00","14:00",Freitag,Einzeltermin,Einzeltermin,Jeannette Windheuser,Seminarraum 2.102,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Einführung in die skandinavistische Literaturwissenschaft,Grundkurs,,N,,deutsch,,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Dörte Linke,Seminarraum 3.134,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Bodenprozesse,Oberseminar,https://moodle.hu-berlin.de/course/view.php?id=31012,J,,deutsch,2022-04-25,2022-07-18,,"18:15","19:45",Montag,wöchentlich,wöchentlich,Kathlin Schweitzer,Kurssaal 3 1023,EG                       ,"Hannoversche Straße 23,27                         ",Haus 22 / Rhoda Erdmann-Haus,"Lebenswissenschaftliche Fakultät, Institut für Biologie"
Bodenprozesse,Oberseminar,https://moodle.hu-berlin.de/course/view.php?id=31012,J,,deutsch,2022-04-25,2022-07-18,,"18:15","19:45",Montag,wöchentlich,wöchentlich,Liliane Rueß,Kurssaal 3 1023,EG                       ,"Hannoversche Straße 23,27                         ",Haus 22 / Rhoda Erdmann-Haus,"Lebenswissenschaftliche Fakultät, Institut für Biologie"
Modul 13: Klinisch-psychologische Intervention (WPM VIII) - Verhaltensanalyse und Fallkonzeption,Seminar,,J,,deutsch,2022-04-20,2022-07-20,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Eva Kischkel,Seminarraum 1.101,"1. OG                    ",Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
Das Wort,Seminar,,J,,deutsch,,,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Jana Brunner,Hörsaal 1070,EG                       ,Unter den Linden 6                                ,Universitäts-Hauptgebäude,Technische Abteilung (V)
"Die unendliche Geschichte Ostdeutschlands - Differenz, Identität und Othering der neuen Bundesländer #BIM (ÜWP)",Seminar,,N,,deutsch,,,,"18:00","20:00",Donnerstag,wöchentlich,wöchentlich,Daniel Kubiak,Seminarraum 002,EG                       ,Universitätsstraße 3b                             ,Institutsgebäude,Technische Abteilung (V)
Analysis II (ÜWP),Vorlesung,,N,,deutsch,,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Olaf Müller,Hörsaal 0115,EG                       ,Rudower Chaussee 26                               ,Erwin Schrödinger-Zentrum /Modul 1,Technische Abteilung (V)
Statistik I,Übung,https://moodle.hu-berlin.de/course/view.php?id=90845#section-2,N,,deutsch,2022-04-19,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,,Seminarraum 203,"2. OG                    ",Spandauer Straße 1                                ,Institutsgebäude,Technische Abteilung (V)
Einführung in die ältere deutsche Sprache - Mittelhochdeutsch,Grundkurs,,N,,deutsch,,,,"12:00","14:00",Dienstag,wöchentlich,wöchentlich,Eva Meier,Seminarraum 1.102,"1. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
"Humangeographie II: Wirtschaft, Raum und Macht (ÜWP, 10-LP-Variante Monobachelor und Kombibachelor)",ÜWP-Modul,,N,,deutsch,2022-04-20,,,"09:00","11:00",Mittwoch,wöchentlich,wöchentlich,Elmar Kulke,Hörsaal 3.001,EG                       ,Rudower Chaussee 25                               ,Johann von Neumann-Haus,Technische Abteilung (V)
Culture and Context: Topics in American History,Seminar,,N,,englisch,2022-04-19,2022-07-19,,"14:00","16:00",Dienstag,wöchentlich,wöchentlich,Eva Boesenberg,Seminarraum 1.501,"5. OG                    ",Dorotheenstraße 24                                ,Universitätsgebäude am Hegelplatz,Technische Abteilung (V)
Modul 09: SE Psychologische Untersuchungsverfahren,Seminar,,J,,deutsch,2022-04-21,2022-07-21,,"15:00","17:00",Donnerstag,wöchentlich,wöchentlich,Karla Fliedner,Seminarraum 0.101,EG                       ,Rudower Chaussee 18                               ,Wolfgang-Köhler-Haus,Technische Abteilung (V)
